Time,Voltage 
9.334,0.393
9.336,0.4205
9.338,0.437
9.34,0.435
9.342,0.4485
9.344,0.436
9.346,0.3985
9.348,0.3555
9.35,0.3175
9.352,0.3085
9.354,0.3005
9.356,0.302
9.358,0.3085
9.36,0.304
9.362,0.3015
9.364,0.293
9.366,0.282
9.368,0.2745
9.37,0.274
9.372,0.2695
9.374,0.275
9.376,0.275
9.378,0.279
9.38,0.2785
9.382,0.279
9.384,0.2725
9.386,0.2645
9.388,0.2595
9.39,0.2575
9.392,0.253
9.394,0.2585
9.396,0.2595
9.398,0.269
9.4,0.2645
9.402,0.269
9.404,0.261
9.406,0.257
9.408,0.25
9.41,0.249
9.412,0.249
9.414,0.2565
9.416,0.258
9.418,0.262
9.42,0.2685
9.422,0.274
9.424,0.2645
9.426,0.263
9.428,0.251
9.43,0.252
9.432,0.25
9.434,0.257
9.436,0.263
9.438,0.2685
9.44,0.272
9.442,0.271
9.444,0.269
9.446,0.259
9.448,0.254
9.45,0.2505
9.452,0.2495
9.454,0.2555
9.456,0.2615
9.458,0.263
9.46,0.266
9.462,0.2635
9.464,0.264
9.466,0.255
9.468,0.2475
9.47,0.249
9.472,0.2425
9.474,0.2465
9.476,0.259
9.478,0.2575
9.48,0.2645
9.482,0.261
9.484,0.254
9.486,0.2475
9.488,0.2425
9.49,0.2425
9.492,0.239
9.494,0.2425
9.496,0.2455
9.498,0.251
9.5,0.2555
9.502,0.254
9.504,0.245
9.506,0.2395
9.508,0.231
9.51,0.231
9.512,0.227
9.514,0.2295
9.516,0.232
9.518,0.238
9.52,0.2425
9.522,0.243
9.524,0.234
9.526,0.228
9.528,0.2245
9.53,0.2145
9.532,0.214
9.534,0.2235
9.536,0.226
9.538,0.232
9.54,0.2355
9.542,0.236
9.544,0.2285
9.546,0.224
9.548,0.217
9.55,0.219
9.552,0.2215
9.554,0.2245
9.556,0.2295
9.558,0.24
9.56,0.239
9.562,0.2415
9.564,0.234
9.566,0.234
9.568,0.2255
9.57,0.2335
9.572,0.2255
9.574,0.2335
9.576,0.24
9.578,0.248
9.58,0.2495
9.582,0.254
9.584,0.2445
9.586,0.2395
9.588,0.2365
9.59,0.23
9.592,0.2295
9.594,0.2365
9.596,0.2385
9.598,0.248
9.6,0.253
9.602,0.2475
9.604,0.249
9.606,0.2445
9.608,0.2335
9.61,0.2295
9.612,0.2315
9.614,0.2385
9.616,0.2435
9.618,0.2485
9.62,0.2525
9.622,0.2555
9.624,0.2425
9.626,0.238
9.628,0.235
9.63,0.2315
9.632,0.2335
9.634,0.237
9.636,0.245
9.638,0.2515
9.64,0.255
9.642,0.254
9.644,0.245
9.646,0.243
9.648,0.2375
9.65,0.2365
9.652,0.2345
9.654,0.241
9.656,0.246
9.658,0.248
9.66,0.2555
9.662,0.2565
9.664,0.244
9.666,0.2405
9.668,0.2385
9.67,0.232
9.672,0.2325
9.674,0.24
9.676,0.242
9.678,0.248
9.68,0.2515
9.682,0.251
9.684,0.2385
9.686,0.241
9.688,0.233
9.69,0.226
9.692,0.2275
9.694,0.237
9.696,0.244
9.698,0.245
9.7,0.2525
9.702,0.251
9.704,0.2435
9.706,0.237
9.708,0.235
9.71,0.227
9.712,0.2285
9.714,0.232
9.716,0.235
9.718,0.2385
9.72,0.2455
9.722,0.242
9.724,0.2405
9.726,0.235
9.728,0.228
9.73,0.226
9.732,0.219
9.734,0.238
9.736,0.237
9.738,0.243
9.74,0.2455
9.742,0.25
9.744,0.2405
9.746,0.234
9.748,0.2295
9.75,0.219
9.752,0.233
9.754,0.233
9.756,0.239
9.758,0.243
9.76,0.2445
9.762,0.2445
9.764,0.238
9.766,0.2275
9.768,0.225
9.77,0.223
9.772,0.2235
9.774,0.2295
9.776,0.236
9.778,0.2375
9.78,0.2435
9.782,0.2435
9.784,0.2375
9.786,0.234
9.788,0.2245
9.79,0.223
9.792,0.224
9.794,0.2245
9.796,0.2415
9.798,0.242
9.8,0.2495
9.802,0.24
9.804,0.231
9.806,0.2315
9.808,0.227
9.81,0.2485
9.812,0.256
9.814,0.2615
9.816,0.2675
9.818,0.274
9.82,0.2795
9.822,0.279
9.824,0.258
9.826,0.2305
9.828,0.192
9.83,0.2035
9.832,0.2115
9.834,0.2235
9.836,0.214
9.838,0.206
9.84,0.2005
9.842,0.1885
9.844,0.1885
9.846,0.1745
9.848,0.1515
9.85,0.1375
9.852,0.1215
9.854,0.115
9.856,0.118
9.858,0.1285
9.86,0.1385
9.862,0.1425
9.864,0.1305
9.866,0.132
9.868,0.1275
9.87,0.1265
9.872,0.1265
9.874,0.1395
9.876,0.155
9.878,0.1785
9.88,0.2035
9.882,0.215
9.884,0.2125
9.886,0.2255
9.888,0.221
9.89,0.2185
9.892,0.2155
9.894,0.228
9.896,0.233
9.898,0.2425
9.9,0.247
9.902,0.251
9.904,0.2415
9.906,0.2395
9.908,0.233
9.91,0.232
9.912,0.2315
9.914,0.245
9.916,0.2425
9.918,0.2625
9.92,0.2655
9.922,0.279
9.924,0.292
9.926,0.313
9.928,0.3495
9.93,0.391
9.932,0.4355
9.934,0.483
9.936,0.519
9.938,0.537
9.94,0.523
9.942,0.49
9.944,0.416
9.946,0.36
9.948,0.2955
9.95,0.2785
9.952,0.2225
9.954,0.166
9.956,0.0725
9.958,0.0425
9.96,-0.022
9.962,-0.053
9.964,-0.0975
9.966,-0.089
9.968,-0.0575
9.97,-0.0295
9.972,0.0445
9.974,0.136
9.976,0.208
9.978,0.279
9.98,0.413
9.982,0.495
9.984,0.566
9.986,0.6185
9.988,0.638
9.99,0.542
9.992,0.4615
9.994,0.445
9.996,0.423
9.998,0.452
10,0.4695
10.002,0.478
10.004,0.473
10.006,0.465
10.008,0.427
10.01,0.3865
10.012,0.3685
10.014,0.352
10.016,0.342
10.018,0.3535
10.02,0.355
10.022,0.3505
10.024,0.3385
10.026,0.3385
10.028,0.3225
10.03,0.3225
10.032,0.3155
10.034,0.3185
10.036,0.322
10.038,0.3245
10.04,0.3295
10.042,0.331
10.044,0.3205
10.046,0.3165
10.048,0.3095
10.05,0.302
10.052,0.299
10.054,0.309
10.056,0.315
10.058,0.3165
10.06,0.3155
10.062,0.323
10.064,0.3115
10.066,0.307
10.068,0.298
10.07,0.298
10.072,0.293
10.074,0.2985
10.076,0.307
10.078,0.307
10.08,0.3135
10.082,0.3115
10.084,0.3015
10.086,0.3
10.088,0.2975
10.09,0.2945
10.092,0.2935
10.094,0.297
10.096,0.303
10.098,0.309
10.1,0.312
10.102,0.3125
10.104,0.3055
10.106,0.3015
10.108,0.293
10.11,0.292
10.112,0.2915
10.114,0.2945
10.116,0.299
10.118,0.3065
10.12,0.3105
10.122,0.31
10.124,0.303
10.126,0.2985
10.128,0.2935
10.13,0.291
10.132,0.2845
10.134,0.294
10.136,0.292
10.138,0.3005
10.14,0.305
10.142,0.302
10.144,0.298
10.146,0.2875
10.148,0.283
10.15,0.279
10.152,0.2795
10.154,0.279
10.156,0.2875
10.158,0.288
10.16,0.291
10.162,0.295
10.164,0.2835
10.166,0.277
10.168,0.269
10.17,0.2655
10.172,0.2605
10.174,0.27
10.176,0.271
10.178,0.28
10.18,0.2765
10.182,0.28
10.184,0.264
10.186,0.266
10.188,0.258
10.19,0.2515
10.192,0.253
10.194,0.257
10.196,0.2605
10.198,0.269
10.2,0.2725
10.202,0.2735
10.204,0.2625
10.206,0.2575
10.208,0.2545
10.21,0.2425
10.212,0.2465
10.214,0.259
10.216,0.2615
10.218,0.27
10.22,0.2775
10.222,0.273
10.224,0.2675
10.226,0.2615
10.228,0.265
10.23,0.2565
10.232,0.256
10.234,0.2655
10.236,0.2715
10.238,0.2725
10.24,0.2835
10.242,0.287
10.244,0.275
10.246,0.275
10.248,0.2715
10.25,0.26
10.252,0.2595
10.254,0.271
10.256,0.273
10.258,0.2765
10.26,0.284
10.262,0.281
10.264,0.276
10.266,0.2725
10.268,0.268
10.27,0.262
10.272,0.2615
10.274,0.2685
10.276,0.271
10.278,0.2795
10.28,0.2815
10.282,0.2855
10.284,0.276
10.286,0.271
10.288,0.26
10.29,0.2585
10.292,0.2645
10.294,0.2665
10.296,0.2745
10.298,0.2735
10.3,0.2745
10.302,0.287
10.304,0.277
10.306,0.2725
10.308,0.267
10.31,0.261
10.312,0.2625
10.314,0.266
10.316,0.274
10.318,0.277
10.32,0.2855
10.322,0.2845
10.324,0.277
10.326,0.276
10.328,0.2695
10.33,0.2625
10.332,0.2645
10.334,0.269
10.336,0.273
10.338,0.2765
10.34,0.2755
10.342,0.2805
10.344,0.2715
10.346,0.266
10.348,0.265
10.35,0.261
10.352,0.259
10.354,0.269
10.356,0.2625
10.358,0.268
10.36,0.2765
10.362,0.279
10.364,0.265
10.366,0.265
10.368,0.255
10.37,0.257
10.372,0.2545
10.374,0.256
10.376,0.262
10.378,0.27
10.38,0.2695
10.382,0.2745
10.384,0.2655
10.386,0.2655
10.388,0.2525
10.39,0.2525
10.392,0.255
10.394,0.2595
10.396,0.264
10.398,0.27
10.4,0.2705
10.402,0.274
10.404,0.263
10.406,0.259
10.408,0.2525
10.41,0.2495
10.412,0.2465
10.414,0.252
10.416,0.258
10.418,0.262
10.42,0.269
10.422,0.266
10.424,0.2615
10.426,0.2545
10.428,0.2485
10.43,0.2435
10.432,0.243
10.434,0.248
10.436,0.2525
10.438,0.255
10.44,0.2645
10.442,0.2605
10.444,0.2565
10.446,0.253
10.448,0.247
10.45,0.2425
10.452,0.2395
10.454,0.2495
10.456,0.253
10.458,0.2615
10.46,0.264
10.462,0.272
10.464,0.2595
10.466,0.2625
10.468,0.245
10.47,0.246
10.472,0.2345
10.474,0.256
10.476,0.273
10.478,0.2885
10.48,0.285
10.482,0.2935
10.484,0.2975
10.486,0.2865
10.488,0.273
10.49,0.255
10.492,0.2185
10.494,0.213
10.496,0.234
10.498,0.2415
10.5,0.247
10.502,0.23
10.504,0.219
10.506,0.1985
10.508,0.1895
10.51,0.191
10.512,0.181
10.514,0.1735
10.516,0.165
10.518,0.143
10.52,0.139
10.522,0.1435
10.524,0.1405
10.526,0.1435
10.528,0.134
10.53,0.1365
10.532,0.1335
10.534,0.1495
10.536,0.154
10.538,0.1665
10.54,0.164
10.542,0.185
10.544,0.202
10.546,0.207
10.548,0.22
10.55,0.2245
10.552,0.227
10.554,0.23
10.556,0.2405
10.558,0.2465
10.56,0.25
10.562,0.2695
10.564,0.261
10.566,0.247
10.568,0.253
10.57,0.251
10.572,0.244
10.574,0.2485
10.576,0.26
10.578,0.2625
10.58,0.272
10.582,0.2775
10.584,0.265
10.586,0.279
10.588,0.2785
10.59,0.2975
10.592,0.3355
10.594,0.379
10.596,0.4225
10.598,0.478
10.6,0.514
10.602,0.5455
10.604,0.542
10.606,0.516
10.608,0.463
10.61,0.3925
10.612,0.338
10.614,0.293
10.616,0.275
10.618,0.232
10.62,0.1345
10.622,0.0785
10.624,0.042
10.626,-0.0395
10.628,-0.086
10.63,-0.1125
10.632,-0.0765
10.634,-0.024
10.636,0.0035
10.638,0.1065
10.64,0.186
10.642,0.2525
10.644,0.3075
10.646,0.4315
10.648,0.494
10.65,0.575
10.652,0.6335
10.654,0.6495
10.656,0.5645
10.658,0.503
10.66,0.477
10.662,0.4665
10.664,0.474
10.666,0.48
10.668,0.473
10.67,0.471
10.672,0.478
10.674,0.4405
10.676,0.408
10.678,0.395
10.68,0.3835
10.682,0.37
10.684,0.361
10.686,0.3575
10.688,0.3465
10.69,0.337
10.692,0.3295
10.694,0.333
10.696,0.3385
10.698,0.3405
10.7,0.3405
10.702,0.342
10.704,0.335
10.706,0.3305
10.708,0.3245
10.71,0.3215
10.712,0.3155
10.714,0.3235
10.716,0.323
10.718,0.3245
10.72,0.3255
10.722,0.3315
10.724,0.3225
10.726,0.3135
10.728,0.3095
10.73,0.304
10.732,0.302
10.734,0.305
10.736,0.311
10.738,0.3185
10.74,0.3055
10.742,0.321
10.744,0.3205
10.746,0.316
10.748,0.3035
10.75,0.305
10.752,0.2915
10.754,0.294
10.756,0.307
10.758,0.3145
10.76,0.315
10.762,0.3205
10.764,0.315
10.766,0.308
10.768,0.301
10.77,0.297
10.772,0.292
10.774,0.298
10.776,0.304
10.778,0.306
10.78,0.312
10.782,0.312
10.784,0.308
10.786,0.3035
10.788,0.2955
10.79,0.288
10.792,0.285
10.794,0.289
10.796,0.291
10.798,0.2915
10.8,0.301
10.802,0.3005
10.804,0.286
10.806,0.2875
10.808,0.2805
10.81,0.276
10.812,0.2725
10.814,0.276
10.816,0.281
10.818,0.2965
10.82,0.296
10.822,0.2905
10.824,0.285
10.826,0.275
10.828,0.2695
10.83,0.2575
10.832,0.2525
10.834,0.263
10.836,0.2725
10.838,0.2715
10.84,0.2775
10.842,0.2785
10.844,0.266
10.846,0.2575
10.848,0.259
10.85,0.254
10.852,0.248
10.854,0.2555
10.856,0.2505
10.858,0.255
10.86,0.268
10.862,0.2645
10.864,0.2635
10.866,0.255
10.868,0.26
10.87,0.248
10.872,0.243
10.874,0.253
10.876,0.2645
10.878,0.264
10.88,0.2605
10.882,0.267
10.884,0.2645
10.886,0.2585
10.888,0.2565
10.89,0.256
10.892,0.248
10.894,0.2615
10.896,0.269
10.898,0.276
10.9,0.276
10.902,0.2845
10.904,0.273
10.906,0.2675
10.908,0.2635
10.91,0.2585
10.912,0.273
10.914,0.272
10.916,0.288
10.918,0.2915
10.92,0.289
10.922,0.295
10.924,0.291
10.926,0.2855
10.928,0.2795
10.93,0.2655
10.932,0.2595
10.934,0.269
10.936,0.277
10.938,0.2785
10.94,0.285
10.942,0.286
10.944,0.284
10.946,0.285
10.948,0.281
10.95,0.2705
10.952,0.2695
10.954,0.2745
10.956,0.29
10.958,0.29
10.96,0.292
10.962,0.294
10.964,0.288
10.966,0.2835
10.968,0.281
10.97,0.2805
10.972,0.2655
10.974,0.274
10.976,0.2865
10.978,0.2855
10.98,0.295
10.982,0.2905
10.984,0.288
10.986,0.292
10.988,0.276
10.99,0.275
10.992,0.2705
10.994,0.2745
10.996,0.2755
10.998,0.283
11,0.2905
11.002,0.287
11.004,0.295
11.006,0.2765
11.008,0.274
11.01,0.268
11.012,0.2665
11.014,0.272
11.016,0.277
11.018,0.283
11.02,0.286
11.022,0.2805
11.024,0.285
11.026,0.2795
11.028,0.2655
11.03,0.2635
11.032,0.2575
11.034,0.2635
11.036,0.2725
11.038,0.2795
11.04,0.278
11.042,0.2845
11.044,0.28
11.046,0.276
11.048,0.2605
11.05,0.264
11.052,0.2575
11.054,0.2605
11.056,0.2685
11.058,0.268
11.06,0.2785
11.062,0.2825
11.064,0.277
11.066,0.2665
11.068,0.265
11.07,0.251
11.072,0.251
11.074,0.259
11.076,0.2575
11.078,0.2695
11.08,0.267
11.082,0.275
11.084,0.266
11.086,0.267
11.088,0.2615
11.09,0.2505
11.092,0.25
11.094,0.2635
11.096,0.2585
11.098,0.268
11.1,0.2655
11.102,0.2675
11.104,0.259
11.106,0.26
11.108,0.258
11.11,0.25
11.112,0.25
11.114,0.2545
11.116,0.2585
11.118,0.2645
11.12,0.2685
11.122,0.2745
11.124,0.2635
11.126,0.26
11.128,0.2575
11.13,0.25
11.132,0.2465
11.134,0.2425
11.136,0.2555
11.138,0.261
11.14,0.273
11.142,0.2835
11.144,0.2935
11.146,0.293
11.148,0.2785
11.15,0.2875
11.152,0.2835
11.154,0.279
11.156,0.255
11.158,0.25
11.16,0.246
11.162,0.247
11.164,0.245
11.166,0.241
11.168,0.218
11.17,0.2015
11.172,0.1935
11.174,0.1835
11.176,0.2055
11.178,0.189
11.18,0.1845
11.182,0.1715
11.184,0.1465
11.186,0.1275
11.188,0.127
11.19,0.127
11.192,0.1285
11.194,0.141
11.196,0.145
11.198,0.1555
11.2,0.168
11.202,0.1785
11.204,0.1635
11.206,0.168
11.208,0.1725
11.21,0.189
11.212,0.212
11.214,0.2195
11.216,0.232
11.218,0.252
11.22,0.2505
11.222,0.257
11.224,0.2615
11.226,0.255
11.228,0.2515
11.23,0.2535
11.232,0.245
11.234,0.256
11.236,0.2575
11.238,0.263
11.24,0.2695
11.242,0.273
11.244,0.2665
11.246,0.2685
11.248,0.2635
11.25,0.2645
11.252,0.2735
11.254,0.301
11.256,0.326
11.258,0.378
11.26,0.411
11.262,0.4605
11.264,0.498
11.266,0.5265
11.268,0.5335
11.27,0.522
11.272,0.4825
11.274,0.4355
11.276,0.374
11.278,0.335
11.28,0.302
11.282,0.2625
11.284,0.19
11.286,0.092
11.288,0.052
11.29,-0.022
11.292,-0.0815
11.294,-0.0945
11.296,-0.095
11.298,-0.0335
11.3,0.018
11.302,0.06
11.304,0.162
11.306,0.194
11.308,0.2515
11.31,0.3385
11.312,0.456
11.314,0.521
11.316,0.605
11.318,0.6685
11.32,0.6645
11.322,0.571
11.324,0.54
11.326,0.4965
11.328,0.4845
11.33,0.485
11.332,0.4935
11.334,0.5105
11.336,0.499
11.338,0.5045
11.34,0.466
11.342,0.422
11.344,0.3935
11.346,0.3755
11.348,0.358
11.35,0.351
11.352,0.346
11.354,0.344
11.356,0.3445
11.358,0.3505
11.36,0.345
11.362,0.347
11.364,0.334
11.366,0.3325
11.368,0.324
11.37,0.3175
11.372,0.3225
11.374,0.32
11.376,0.327
11.378,0.3235
11.38,0.3345
11.382,0.3295
11.384,0.3195
11.386,0.3125
11.388,0.3105
11.39,0.301
11.392,0.301
11.394,0.306
11.396,0.3085
11.398,0.316
11.4,0.317
11.402,0.3205
11.404,0.324
11.406,0.3075
11.408,0.3085
11.41,0.304
11.412,0.2965
11.414,0.301
11.416,0.3045
11.418,0.3135
11.42,0.3135
11.422,0.319
11.424,0.31
11.426,0.308
11.428,0.2995
11.43,0.292
11.432,0.296
11.434,0.2985
11.436,0.3025
11.438,0.3015
11.44,0.308
11.442,0.309
11.444,0.2995
11.446,0.293
11.448,0.2885
11.45,0.287
11.452,0.2875
11.454,0.2925
11.456,0.3065
11.458,0.301
11.46,0.3075
11.462,0.3035
11.464,0.3035
11.466,0.2965
11.468,0.2895
11.47,0.284
11.472,0.2785
11.474,0.2825
11.476,0.285
11.478,0.2895
11.48,0.289
11.482,0.297
11.484,0.285
11.486,0.283
11.488,0.2775
11.49,0.2775
11.492,0.2655
11.494,0.276
11.496,0.275
11.498,0.2835
11.5,0.2825
11.502,0.286
11.504,0.269
11.506,0.2735
11.508,0.264
11.51,0.258
11.512,0.252
11.514,0.2645
11.516,0.2635
11.518,0.2705
11.52,0.267
11.522,0.271
11.524,0.265
11.526,0.264
11.528,0.2615
11.53,0.2615
11.532,0.2605
11.534,0.2645
11.536,0.2655
11.538,0.276
11.54,0.278
11.542,0.2835
11.544,0.276
11.546,0.28
11.548,0.265
11.55,0.268
11.552,0.2655
11.554,0.269
11.556,0.2735
11.558,0.2805
11.56,0.278
11.562,0.287
11.564,0.276
11.566,0.28
11.568,0.273
11.57,0.2715
11.572,0.27
11.574,0.274
11.576,0.2805
11.578,0.2845
11.58,0.287
11.582,0.2925
11.584,0.283
11.586,0.274
11.588,0.2795
11.59,0.2755
11.592,0.2645
11.594,0.278
11.596,0.272
11.598,0.287
11.6,0.2935
11.602,0.2945
11.604,0.2855
11.606,0.2815
11.608,0.277
11.61,0.2735
11.612,0.269
11.614,0.2775
11.616,0.276
11.618,0.2845
11.62,0.2875
11.622,0.2955
11.624,0.2875
11.626,0.278
11.628,0.2815
11.63,0.2765
11.632,0.267
11.634,0.2765
11.636,0.284
11.638,0.2855
11.64,0.293
11.642,0.294
11.644,0.2895
11.646,0.284
11.648,0.2775
11.65,0.276
11.652,0.2655
11.654,0.271
11.656,0.279
11.658,0.282
11.66,0.2845
11.662,0.289
11.664,0.284
11.666,0.276
11.668,0.2675
11.67,0.2665
11.672,0.2615
11.674,0.269
11.676,0.2765
11.678,0.2865
11.68,0.289
11.682,0.2905
11.684,0.288
11.686,0.2785
11.688,0.269
11.69,0.262
11.692,0.262
11.694,0.2655
11.696,0.269
11.698,0.2765
11.7,0.279
11.702,0.2795
11.704,0.2765
11.706,0.2685
11.708,0.2625
11.71,0.257
11.712,0.2565
11.714,0.258
11.716,0.272
11.718,0.2715
11.72,0.2735
11.722,0.284
11.724,0.275
11.726,0.2685
11.728,0.26
11.73,0.2535
11.732,0.252
11.734,0.256
11.736,0.26
11.738,0.2625
11.74,0.2715
11.742,0.2715
11.744,0.2695
11.746,0.2645
11.748,0.258
11.75,0.253
11.752,0.252
11.754,0.2575
11.756,0.2615
11.758,0.267
11.76,0.273
11.762,0.273
11.764,0.271
11.766,0.259
11.768,0.2515
11.77,0.249
11.772,0.252
11.774,0.2765
11.776,0.286
11.778,0.2925
11.78,0.2955
11.782,0.3
11.784,0.2965
11.786,0.287
11.788,0.261
11.79,0.2285
11.792,0.218
11.794,0.232
11.796,0.2435
11.798,0.247
11.8,0.23
11.802,0.2265
11.804,0.214
11.806,0.1945
11.808,0.193
11.81,0.177
11.812,0.1635
11.814,0.157
11.816,0.136
11.818,0.137
11.82,0.1375
11.822,0.145
11.824,0.146
11.826,0.1425
11.828,0.14
11.83,0.142
11.832,0.145
11.834,0.1515
11.836,0.156
11.838,0.1695
11.84,0.1915
11.842,0.2195
11.844,0.219
11.846,0.233
11.848,0.2335
11.85,0.23
11.852,0.238
11.854,0.242
11.856,0.2465
11.858,0.2555
11.86,0.262
11.862,0.2695
11.864,0.2635
11.866,0.2605
11.868,0.25
11.87,0.2465
11.872,0.2425
11.874,0.249
11.876,0.2525
11.878,0.264
11.88,0.272
11.882,0.2825
11.884,0.2845
11.886,0.2935
11.888,0.311
11.89,0.342
11.892,0.3775
11.894,0.4215
11.896,0.4765
11.898,0.525
11.9,0.5565
11.902,0.56
11.904,0.5405
11.906,0.478
11.908,0.4045
11.91,0.347
11.912,0.2975
11.914,0.273
11.916,0.228
11.918,0.135
11.92,0.063
11.922,0.046
11.924,-0.0475
11.926,-0.084
11.928,-0.118
11.93,-0.079
11.932,-0.035
11.934,0.001
11.936,0.0875
11.938,0.1785
11.94,0.2305
11.942,0.31
11.944,0.429
11.946,0.5015
11.948,0.5785
11.95,0.63
11.952,0.6475
11.954,0.573
11.956,0.5035
11.958,0.496
11.96,0.4795
11.962,0.5005
11.964,0.502
11.966,0.497
11.968,0.496
11.97,0.492
11.972,0.447
11.974,0.41
11.976,0.388
11.978,0.3785
11.98,0.3645
11.982,0.373
11.984,0.36
11.986,0.349
11.988,0.3405
11.99,0.3355
11.992,0.3345
11.994,0.3265
11.996,0.3325
11.998,0.3375
12,0.3375
12.002,0.336
12.004,0.332
12.006,0.329
12.008,0.3175
12.01,0.3155
12.012,0.308
12.014,0.314
12.016,0.316
12.018,0.322
12.02,0.324
12.022,0.325
12.024,0.324
12.026,0.3105
12.028,0.304
12.03,0.2935
12.032,0.304
12.034,0.3025
12.036,0.302
12.038,0.3145
12.04,0.314
12.042,0.323
12.044,0.319
12.046,0.3125
12.048,0.304
12.05,0.301
12.052,0.2945
12.054,0.303
12.056,0.3075
12.058,0.313
12.06,0.315
12.062,0.3135
12.064,0.3115
12.066,0.304
12.068,0.2995
12.07,0.2965
12.072,0.294
12.074,0.293
12.076,0.301
12.078,0.304
12.08,0.307
12.082,0.3065
12.084,0.305
12.086,0.301
12.088,0.2935
12.09,0.29
12.092,0.287
12.094,0.292
12.096,0.294
12.098,0.3005
12.1,0.301
12.102,0.3045
12.104,0.295
12.106,0.295
12.108,0.289
12.11,0.2785
12.112,0.2765
12.114,0.2785
12.116,0.281
12.118,0.285
12.12,0.2935
12.122,0.2965
12.124,0.285
12.126,0.2845
12.128,0.269
12.13,0.267
12.132,0.256
12.134,0.2645
12.136,0.2675
12.138,0.2795
12.14,0.279
12.142,0.2775
12.144,0.2725
12.146,0.269
12.148,0.2595
12.15,0.2585
12.152,0.2525
12.154,0.259
12.156,0.264
12.158,0.2655
12.16,0.2675
12.162,0.273
12.164,0.268
12.166,0.2595
12.168,0.2605
12.17,0.246
12.172,0.2445
12.174,0.2515
12.176,0.2525
12.178,0.2665
12.18,0.267
12.182,0.273
12.184,0.264
12.186,0.263
12.188,0.257
12.19,0.2545
12.192,0.255
12.194,0.2585
12.196,0.2605
12.198,0.27
12.2,0.271
12.202,0.285
12.204,0.2765
12.206,0.2685
12.208,0.2625
12.21,0.264
12.212,0.2545
12.214,0.266
12.216,0.266
12.218,0.275
12.22,0.277
12.222,0.2835
12.224,0.276
12.226,0.2725
12.228,0.2655
12.23,0.2575
12.232,0.2575
12.234,0.2605
12.236,0.2675
12.238,0.274
12.24,0.277
12.242,0.2865
12.244,0.28
12.246,0.275
12.248,0.267
12.25,0.263
12.252,0.259
12.254,0.2665
12.256,0.266
12.258,0.279
12.26,0.2755
12.262,0.282
12.264,0.2735
12.266,0.27
12.268,0.268
12.27,0.265
12.272,0.2565
12.274,0.2665
12.276,0.271
12.278,0.281
12.28,0.279
12.282,0.2875
12.284,0.2775
12.286,0.2755
12.288,0.2715
12.29,0.2605
12.292,0.2575
12.294,0.266
12.296,0.2695
12.298,0.272
12.3,0.2805
12.302,0.2795
12.304,0.2715
12.306,0.2665
12.308,0.2595
12.31,0.261
12.312,0.26
12.314,0.255
12.316,0.2675
12.318,0.272
12.32,0.2725
12.322,0.2805
12.324,0.2705
12.326,0.2705
12.328,0.265
12.33,0.2595
12.332,0.256
12.334,0.2545
12.336,0.267
12.338,0.272
12.34,0.2705
12.342,0.2765
12.344,0.272
12.346,0.2615
12.348,0.257
12.35,0.2545
12.352,0.2435
12.354,0.252
12.356,0.2575
12.358,0.2635
12.36,0.2725
12.362,0.2755
12.364,0.266
12.366,0.263
12.368,0.255
12.37,0.2515
12.372,0.249
12.374,0.248
12.376,0.253
12.378,0.2635
12.38,0.267
12.382,0.268
12.384,0.264
12.386,0.263
12.388,0.2525
12.39,0.247
12.392,0.2445
12.394,0.246
12.396,0.258
12.398,0.2615
12.4,0.2665
12.402,0.2655
12.404,0.262
12.406,0.2585
12.408,0.244
12.41,0.2425
12.412,0.2355
12.414,0.248
12.416,0.2655
12.418,0.279
12.42,0.2925
12.422,0.295
12.424,0.289
12.426,0.2885
12.428,0.285
12.43,0.2725
12.432,0.248
12.434,0.227
12.436,0.2235
12.438,0.243
12.44,0.2495
12.442,0.251
12.444,0.226
12.446,0.2125
12.448,0.1935
12.45,0.192
12.452,0.1865
12.454,0.1785
12.456,0.168
12.458,0.158
12.46,0.1435
12.462,0.143
12.464,0.1395
12.466,0.1385
12.468,0.1345
12.47,0.1375
12.472,0.1305
12.474,0.1395
12.476,0.149
12.478,0.155
12.48,0.1655
12.482,0.171
12.484,0.1875
12.486,0.2045
12.488,0.207
12.49,0.214
12.492,0.2245
12.494,0.2285
12.496,0.236
12.498,0.2465
12.5,0.2545
12.502,0.2585
12.504,0.258
12.506,0.252
12.508,0.2485
12.51,0.244
12.512,0.238
12.514,0.247
12.516,0.2505
12.518,0.262
12.52,0.264
12.522,0.2715
12.524,0.268
12.526,0.271
12.528,0.2705
12.53,0.283
12.532,0.302
12.534,0.3395
12.536,0.3855
12.538,0.4385
12.54,0.4885
12.542,0.526
12.544,0.543
12.546,0.54
12.548,0.514
12.55,0.456
12.552,0.3895
12.554,0.3405
12.556,0.3015
12.558,0.279
12.56,0.2375
12.562,0.128
12.564,0.0605
12.566,0.019
12.568,-0.052
12.57,-0.0855
12.572,-0.1285
12.574,-0.074
12.576,-0.035
12.578,0.011
12.58,0.097
12.582,0.1755
12.584,0.24
12.586,0.324
12.588,0.437
12.59,0.511
12.592,0.5855
12.594,0.6335
12.596,0.64
12.598,0.525
12.6,0.4925
12.602,0.4665
12.604,0.462
12.606,0.474
12.608,0.4775
12.61,0.478
12.612,0.4825
12.614,0.4745
12.616,0.435
12.618,0.4055
12.62,0.391
12.622,0.3745
12.624,0.363
12.626,0.359
12.628,0.3525
